quote_id,quote_date,customer_id,channel,policy_type,premium_quoted,converted_flag
Q0000402,2026-08-09,CUST-008854,price_comparison,1_week,15.78,0
Q0000403,2026-08-09,CUST-002453,app,3_month,15.07,0
Q0000404,2026-08-09,CUST-004556,app,1_month,110.4,1
Q0000405,2026-08-09,CUST-001617,partner_referral,3_month,100.51,0
Q0000406,2026-08-09,CUST-000462,partner_referral,1_month,81.69,1
Q0000407,2026-08-09,CUST-000036,direct_web,1_day,121.99,0
Q0000408,2026-08-09,CUST-006040,direct_web,3_month,53.84,0
Q0000409,2026-08-09,CUST-001048,partner_referral,1_day,18.86,0
Q0000410,2026-08-09,CUST-005735,app,1_day,141.05,0
Q0000411,2026-08-09,CUST-003282,partner_referral,3_month,115.95,0
Q0000412,2026-08-09,CUST-002092,price_comparison,1_month,31.48,0
Q0000413,2026-08-09,CUST-008767,partner_referral,1_day,117.56,0
Q0000414,2026-08-09,CUST-006494,app,1_month,41.6,1
Q0000415,2026-08-09,CUST-008921,app,1_month,62.58,0
Q0000416,2026-08-09,CUST-002008,price_comparison,1_week,99.11,0
Q0000417,2026-08-09,CUST-001184,price_comparison,1_day,132.6,0
Q0000418,2026-08-09,CUST-006417,app,1_day,114.98,0
Q0000419,2026-08-10,CUST-004162,direct_web,1_day,130.84,0
Q0000420,2026-08-10,CUST-001689,app,3_month,130.55,1
Q0000421,2026-08-10,CUST-002096,app,3_month,141.24,0
Q0000422,2026-08-10,CUST-001419,partner_referral,1_week,16.76,0
Q0000423,2026-08-10,CUST-000492,app,1_day,55.89,0
Q0000424,2026-08-10,CUST-006655,direct_web,1_day,61.3,1
Q0000425,2026-08-10,CUST-001476,partner_referral,1_week,128.22,0
Q0000426,2026-08-10,CUST-000418,app,1_week,88.18,1
Q0000427,2026-08-10,CUST-006666,price_comparison,1_month,44.98,1
Q0000428,2026-08-10,CUST-006168,app,1_day,69.57,0
Q0000429,2026-08-10,CUST-001236,partner_referral,1_day,26.23,0
Q0000430,2026-08-10,CUST-003162,app,1_month,14.4,0
Q0000431,2026-08-10,CUST-001583,direct_web,1_day,119.16,0
Q0000432,2026-08-10,CUST-001703,partner_referral,3_month,127.85,0
Q0000433,2026-08-10,CUST-001909,app,1_month,132.06,1
Q0000434,2026-08-10,CUST-002297,app,3_month,12.81,0
Q0000435,2026-08-10,CUST-002616,app,1_day,49.75,0
Q0000436,2026-08-10,CUST-001236,partner_referral,1_month,119.61,0
Q0000437,2026-08-10,CUST-006325,direct_web,1_day,130.94,1
Q0000438,2026-08-10,CUST-002297,direct_web,1_month,107.3,0
Q0000439,2026-08-10,CUST-007362,partner_referral,1_month,124.54,0
Q0000440,2026-08-10,CUST-005355,app,1_month,70.94,0
Q0000441,2026-08-10,CUST-007406,partner_referral,1_month,93.78,1
Q0000442,2026-08-10,CUST-003099,partner_referral,1_month,72.03,1
Q0000443,2026-08-10,CUST-008320,app,1_week,29.57,1
Q0000444,2026-08-10,CUST-000599,price_comparison,1_month,135.87,0
Q0000445,2026-08-10,CUST-004057,direct_web,1_month,68.48,0
Q0000446,2026-08-10,CUST-004880,app,1_week,62.77,1
Q0000447,2026-08-10,CUST-008022,app,1_month,113.3,1
Q0000448,2026-08-10,CUST-007000,partner_referral,3_month,108.95,1
Q0000449,2026-08-10,CUST-006721,partner_referral,1_day,97.8,0
Q0000450,2026-08-10,CUST-000433,partner_referral,1_day,28.31,1
Q0000451,2026-08-10,CUST-000732,app,1_day,110.39,0
Q0000452,2026-08-10,CUST-000174,price_comparison,1_day,139.66,0
Q0000453,2026-08-10,CUST-007476,partner_referral,1_week,13.9,0
Q0000454,2026-08-10,CUST-007505,price_comparison,1_week,68.13,0
Q0000455,2026-08-10,CUST-007351,partner_referral,1_week,67.32,0
Q0000456,2026-08-10,CUST-006384,app,1_week,80.44,0
Q0000457,2026-08-10,CUST-004463,app,1_day,102.58,0
Q0000458,2026-08-10,CUST-003065,price_comparison,3_month,110.66,0
Q0000459,2026-08-10,CUST-006394,partner_referral,1_week,40.93,1
Q0000460,2026-08-11,CUST-007780,price_comparison,3_month,15.69,0
Q0000461,2026-08-11,CUST-008919,price_comparison,1_month,144.71,1
Q0000462,2026-08-11,CUST-002061,price_comparison,3_month,115.68,0
Q0000463,2026-08-11,CUST-008003,app,3_month,101.21,0
Q0000464,2026-08-11,CUST-003851,direct_web,1_month,89.12,1
Q0000465,2026-08-11,CUST-003609,partner_referral,1_month,134.55,0
Q0000466,2026-08-11,CUST-001529,partner_referral,1_month,22.12,0
Q0000467,2026-08-11,CUST-007897,price_comparison,1_week,140.37,1
Q0000468,2026-08-11,CUST-007538,direct_web,1_week,83.23,0
Q0000469,2026-08-11,CUST-004851,direct_web,1_day,80.78,1
Q0000470,2026-08-11,CUST-008696,price_comparison,1_month,13.69,0
Q0000471,2026-08-11,CUST-003134,partner_referral,1_month,46.08,1
Q0000472,2026-08-11,CUST-004495,partner_referral,3_month,86.91,0
Q0000473,2026-08-11,CUST-006830,app,1_week,75.63,0
Q0000474,2026-08-11,CUST-007929,partner_referral,1_month,111.77,0
Q0000475,2026-08-11,CUST-002682,direct_web,1_day,121.58,0
Q0000476,2026-08-11,CUST-005728,app,1_day,43.86,0
Q0000477,2026-08-11,CUST-006937,price_comparison,1_week,134.51,0
Q0000478,2026-08-11,CUST-006169,partner_referral,3_month,91.75,1
Q0000479,2026-08-11,CUST-007637,partner_referral,1_week,138.96,0
Q0000480,2026-08-11,CUST-004173,app,1_week,114.34,1
Q0000481,2026-08-11,CUST-004522,direct_web,3_month,76.2,0
Q0000482,2026-08-11,CUST-004235,app,1_day,58.12,1
Q0000483,2026-08-11,CUST-000884,price_comparison,1_day,66.08,1
Q0000484,2026-08-11,CUST-004294,price_comparison,1_day,115.57,0
Q0000485,2026-08-11,CUST-004872,direct_web,1_month,48.19,0
Q0000486,2026-08-11,CUST-001123,app,1_day,132.97,1
Q0000487,2026-08-11,CUST-007644,app,1_month,66.76,0
Q0000488,2026-08-11,CUST-007894,partner_referral,1_week,62.4,1
Q0000489,2026-08-11,CUST-008942,partner_referral,1_month,26.45,0
Q0000490,2026-08-11,CUST-004453,partner_referral,1_week,114.41,0
Q0000491,2026-08-11,CUST-005432,app,1_month,107.62,1
Q0000492,2026-08-11,CUST-008783,price_comparison,1_month,69.73,0
Q0000493,2026-08-12,CUST-001702,app,1_day,104.56,0
Q0000494,2026-08-12,CUST-006627,partner_referral,1_week,122.23,1
Q0000495,2026-08-12,CUST-004670,app,3_month,60.48,0
Q0000496,2026-08-12,CUST-001315,price_comparison,1_day,82.85,0
Q0000497,2026-08-12,CUST-001969,app,1_week,101.94,0
Q0000498,2026-08-12,CUST-004459,partner_referral,1_week,71.92,0
Q0000499,2026-08-12,CUST-004656,partner_referral,1_month,79.63,1
Q0000500,2026-08-12,CUST-005512,partner_referral,3_month,104.55,0
Q0000501,2026-08-12,CUST-001324,app,1_day,72.27,0
Q0000502,2026-08-12,CUST-007663,price_comparison,3_month,71.23,0
Q0000503,2026-08-12,CUST-002316,price_comparison,3_month,16.07,0
Q0000504,2026-08-12,CUST-000023,app,1_week,86.46,0
Q0000505,2026-08-12,CUST-002419,partner_referral,1_week,67.24,0
Q0000506,2026-08-12,CUST-004431,app,1_week,30.89,0
Q0000507,2026-08-12,CUST-007808,app,3_month,143.55,0
Q0000508,2026-08-12,CUST-004868,app,1_day,112.6,0
Q0000509,2026-08-12,CUST-004584,direct_web,1_day,18.18,0
Q0000510,2026-08-12,CUST-008322,price_comparison,1_week,22.48,0
Q0000511,2026-08-12,CUST-005633,app,1_week,75.46,0
Q0000512,2026-08-12,CUST-006703,partner_referral,1_day,99.88,0
Q0000513,2026-08-12,CUST-003270,price_comparison,1_month,71.48,0
Q0000514,2026-08-12,CUST-003914,direct_web,1_week,84.21,1
Q0000515,2026-08-12,CUST-008619,direct_web,3_month,99.56,0
Q0000516,2026-08-12,CUST-006041,app,1_day,108.03,0
Q0000517,2026-08-12,CUST-003706,partner_referral,3_month,78.3,0
Q0000518,2026-08-12,CUST-007290,partner_referral,1_week,21.7,0
Q0000519,2026-08-12,CUST-004045,app,1_month,124.89,0
Q0000520,2026-08-12,CUST-001791,price_comparison,3_month,33.33,1
Q0000521,2026-08-12,CUST-004965,partner_referral,1_week,21.81,0
Q0000522,2026-08-12,CUST-008151,price_comparison,1_day,115.69,0
Q0000523,2026-08-12,CUST-007374,app,1_month,106.33,0
Q0000524,2026-08-12,CUST-003098,price_comparison,1_week,74.31,0
Q0000525,2026-08-12,CUST-000999,partner_referral,3_month,63.34,1
Q0000526,2026-08-12,CUST-002580,price_comparison,1_day,54.7,0
Q0000527,2026-08-12,CUST-003064,direct_web,1_week,125.68,0
Q0000528,2026-08-12,CUST-006090,app,1_month,101.8,1
Q0000529,2026-08-13,CUST-002989,partner_referral,1_week,41.93,0
Q0000530,2026-08-13,CUST-003426,app,1_month,136.95,1
Q0000531,2026-08-13,CUST-004025,app,3_month,83.21,1
Q0000532,2026-08-13,CUST-003759,partner_referral,1_day,20.67,0
Q0000533,2026-08-13,CUST-003797,app,1_week,105.47,0
Q0000534,2026-08-13,CUST-002646,price_comparison,1_month,141.38,0
Q0000535,2026-08-13,CUST-007166,price_comparison,3_month,37.5,0
Q0000536,2026-08-13,CUST-000909,partner_referral,1_month,21.96,0
Q0000537,2026-08-13,CUST-000798,direct_web,3_month,137.01,0
Q0000538,2026-08-13,CUST-000252,price_comparison,1_month,79.05,0
Q0000539,2026-08-13,CUST-006172,app,1_month,115.71,0
Q0000540,2026-08-13,CUST-006654,direct_web,1_day,31.26,1
Q0000541,2026-08-13,CUST-001974,direct_web,1_week,132.21,0
Q0000542,2026-08-13,CUST-000119,app,1_day,139.4,0
Q0000543,2026-08-13,CUST-000609,price_comparison,1_month,73.44,0
Q0000544,2026-08-13,CUST-004394,direct_web,1_day,123.74,1
Q0000545,2026-08-13,CUST-008338,partner_referral,1_day,62.58,1
Q0000546,2026-08-13,CUST-001575,app,3_month,36.61,1
Q0000547,2026-08-13,CUST-003637,partner_referral,1_day,46.12,0
Q0000548,2026-08-13,CUST-001922,price_comparison,1_week,62.06,0
Q0000549,2026-08-13,CUST-002287,direct_web,1_month,142.08,0
Q0000550,2026-08-13,CUST-006013,partner_referral,1_month,51.51,0
Q0000551,2026-08-13,CUST-000493,direct_web,1_month,71.96,1
Q0000552,2026-08-13,CUST-007941,direct_web,3_month,38.82,0
Q0000553,2026-08-13,CUST-007186,partner_referral,1_month,121.7,0
Q0000554,2026-08-13,CUST-004231,app,1_month,71.82,0
Q0000555,2026-08-13,CUST-005669,partner_referral,1_day,87.69,0
Q0000556,2026-08-13,CUST-000081,price_comparison,1_day,141.7,0
Q0000557,2026-08-13,CUST-002515,partner_referral,1_week,27.22,0
Q0000558,2026-08-13,CUST-005447,direct_web,1_day,52.86,0
Q0000559,2026-08-13,CUST-000290,direct_web,3_month,143.82,0
Q0000560,2026-08-13,CUST-005792,price_comparison,1_month,18.28,0
Q0000561,2026-08-13,CUST-000901,app,3_month,71.81,0
Q0000562,2026-08-13,CUST-008268,partner_referral,3_month,81.97,1
Q0000563,2026-08-13,CUST-002013,price_comparison,1_week,63.77,0
Q0000564,2026-08-13,CUST-005211,price_comparison,1_month,91.99,1
Q0000565,2026-08-13,CUST-000039,partner_referral,1_week,21.46,0
Q0000566,2026-08-13,CUST-007425,partner_referral,1_month,32.31,0
Q0000567,2026-08-13,CUST-001213,partner_referral,1_month,127.16,0
Q0000568,2026-08-14,CUST-008445,price_comparison,1_month,119.38,0
Q0000569,2026-08-14,CUST-005557,partner_referral,1_day,56.51,1
Q0000570,2026-08-14,CUST-000886,direct_web,1_month,68.61,0
Q0000571,2026-08-14,CUST-001985,price_comparison,1_day,26.13,1
Q0000572,2026-08-14,CUST-001110,app,1_week,30.75,1
Q0000573,2026-08-14,CUST-002686,app,3_month,96.79,0
Q0000574,2026-08-14,CUST-007160,direct_web,1_week,114.96,0
Q0000575,2026-08-14,CUST-003675,direct_web,1_day,142.97,0
Q0000576,2026-08-14,CUST-002326,app,1_month,71.91,0
Q0000577,2026-08-14,CUST-006591,direct_web,1_month,99.89,0
Q0000578,2026-08-14,CUST-002692,partner_referral,1_day,110.36,1
Q0000579,2026-08-14,CUST-008856,partner_referral,1_month,133.15,0
Q0000580,2026-08-14,CUST-000678,price_comparison,3_month,49.32,0
Q0000581,2026-08-14,CUST-003742,price_comparison,1_day,55.48,0
Q0000582,2026-08-14,CUST-007365,price_comparison,1_day,105.11,0
Q0000583,2026-08-14,CUST-000052,price_comparison,3_month,143.51,0
Q0000584,2026-08-14,CUST-004779,price_comparison,3_month,93.68,1
Q0000585,2026-08-14,CUST-005492,direct_web,1_week,112.41,1
Q0000586,2026-08-14,CUST-008460,price_comparison,1_month,105.41,0
Q0000587,2026-08-14,CUST-005979,partner_referral,1_week,87.76,0
Q0000588,2026-08-14,CUST-001500,direct_web,1_month,77.83,1
Q0000589,2026-08-14,CUST-003919,partner_referral,1_week,143.99,1
Q0000590,2026-08-14,CUST-003212,app,1_month,33.47,1
Q0000591,2026-08-14,CUST-000169,partner_referral,3_month,114.65,0
Q0000592,2026-08-14,CUST-007355,price_comparison,1_month,81.61,0
Q0000593,2026-08-14,CUST-000684,price_comparison,3_month,99.18,0
Q0000594,2026-08-14,CUST-007360,app,1_week,20.62,0
Q0000595,2026-08-14,CUST-001905,app,1_day,43.79,0
Q0000596,2026-08-14,CUST-006611,app,1_week,60.31,0
Q0000597,2026-08-14,CUST-006972,app,1_month,96.34,0
Q0000598,2026-08-14,CUST-005766,app,1_month,71.67,1
Q0000599,2026-08-14,CUST-006742,partner_referral,1_month,90.95,0
Q0000600,2026-08-14,CUST-003876,price_comparison,1_month,74.49,0
Q0000601,2026-08-14,CUST-000403,direct_web,3_month,20.43,0
Q0000602,2026-08-14,CUST-008246,app,1_day,43.9,0
Q0000603,2026-08-14,CUST-000749,partner_referral,3_month,63.31,1
Q0000604,2026-08-14,CUST-005833,partner_referral,1_week,27.3,0
Q0000605,2026-08-14,CUST-001566,direct_web,3_month,50.69,0
Q0000606,2026-08-14,CUST-003292,app,1_week,56.21,0
Q0000607,2026-08-14,CUST-008186,app,1_week,41.88,1
Q0000608,2026-08-14,CUST-007211,app,1_week,88.43,0
Q0000609,2026-08-14,CUST-006677,partner_referral,1_month,45.0,0
Q0000610,2026-08-14,CUST-004383,partner_referral,3_month,71.51,0
Q0000611,2026-08-14,CUST-007564,partner_referral,1_week,61.83,0
Q0000612,2026-08-14,CUST-007556,direct_web,1_day,81.98,0
Q0000613,2026-08-14,CUST-004836,partner_referral,3_month,31.39,0
Q0000614,2026-08-14,CUST-001621,direct_web,1_month,96.57,0
Q0000615,2026-08-14,CUST-007671,app,1_month,101.53,0
Q0000616,2026-08-15,CUST-005305,partner_referral,1_week,59.08,0
Q0000617,2026-08-15,CUST-007390,direct_web,1_month,31.94,0
Q0000618,2026-08-15,CUST-006377,price_comparison,3_month,103.21,1
Q0000619,2026-08-15,CUST-005012,partner_referral,1_week,26.47,1
Q0000620,2026-08-15,CUST-008957,price_comparison,1_week,97.94,0
Q0000621,2026-08-15,CUST-004023,partner_referral,1_month,49.08,1
Q0000622,2026-08-15,CUST-005055,app,1_week,76.35,0
Q0000623,2026-08-15,CUST-003648,app,3_month,139.13,0
Q0000624,2026-08-15,CUST-004891,partner_referral,1_day,126.09,0
Q0000625,2026-08-15,CUST-000985,app,1_day,66.19,1
Q0000626,2026-08-15,CUST-008958,app,1_day,51.83,0
Q0000627,2026-08-15,CUST-007963,app,1_day,83.08,0
Q0000628,2026-08-15,CUST-000366,price_comparison,1_month,48.73,1
Q0000629,2026-08-15,CUST-008890,partner_referral,1_day,118.74,1
Q0000630,2026-08-15,CUST-005952,app,1_month,85.16,0
Q0000631,2026-08-15,CUST-003991,partner_referral,3_month,131.44,1
Q0000632,2026-08-15,CUST-008691,price_comparison,1_month,108.76,0
Q0000633,2026-08-15,CUST-003260,partner_referral,3_month,84.18,0
Q0000634,2026-08-15,CUST-003336,direct_web,1_month,41.81,0
Q0000635,2026-08-15,CUST-000489,price_comparison,1_week,139.33,1
Q0000636,2026-08-15,CUST-006653,partner_referral,3_month,59.2,0
Q0000637,2026-08-15,CUST-001476,partner_referral,1_week,95.22,1
Q0000638,2026-08-15,CUST-004124,direct_web,1_day,24.02,0
Q0000639,2026-08-15,CUST-003977,direct_web,1_day,87.96,0
Q0000640,2026-08-15,CUST-002956,direct_web,1_week,51.55,1
Q0000641,2026-08-15,CUST-000270,partner_referral,1_month,15.86,1
Q0000642,2026-08-15,CUST-005079,app,1_week,109.37,1
Q0000643,2026-08-15,CUST-007581,price_comparison,1_day,15.52,0
Q0000644,2026-08-15,CUST-008843,direct_web,3_month,48.04,0
Q0000645,2026-08-15,CUST-000403,direct_web,1_week,133.14,0
Q0000646,2026-08-16,CUST-003381,price_comparison,1_month,130.0,0
Q0000647,2026-08-16,CUST-001870,app,1_week,62.09,0
Q0000648,2026-08-16,CUST-003761,app,3_month,85.12,0
Q0000649,2026-08-16,CUST-008662,price_comparison,1_month,102.91,0
Q0000650,2026-08-16,CUST-004192,direct_web,1_week,24.16,0
Q0000651,2026-08-16,CUST-008630,partner_referral,1_day,57.16,0
Q0000652,2026-08-16,CUST-008187,direct_web,1_month,114.75,0
Q0000653,2026-08-16,CUST-007963,price_comparison,3_month,72.58,1
Q0000654,2026-08-16,CUST-006512,app,1_month,53.46,1
Q0000655,2026-08-16,CUST-003302,partner_referral,1_month,85.63,0
Q0000656,2026-08-16,CUST-008841,app,1_week,90.99,1
Q0000657,2026-08-16,CUST-005370,price_comparison,3_month,52.93,1
Q0000658,2026-08-16,CUST-007809,price_comparison,1_week,131.35,1
Q0000659,2026-08-16,CUST-003824,partner_referral,1_week,71.21,0
Q0000660,2026-08-16,CUST-005674,partner_referral,1_month,45.01,0
Q0000661,2026-08-16,CUST-006035,app,1_week,98.44,1
Q0000662,2026-08-16,CUST-006725,price_comparison,3_month,85.01,1
Q0000663,2026-08-16,CUST-008299,partner_referral,1_day,137.69,0
Q0000664,2026-08-16,CUST-003305,partner_referral,1_day,47.39,0
Q0000665,2026-08-16,CUST-003434,direct_web,1_week,15.41,0
Q0000666,2026-08-16,CUST-005655,app,1_week,60.19,0
Q0000667,2026-08-16,CUST-003247,price_comparison,3_month,126.51,1
Q0000668,2026-08-16,CUST-008100,direct_web,1_month,32.33,1
Q0000669,2026-08-16,CUST-005319,direct_web,1_day,127.3,0
Q0000670,2026-08-16,CUST-005042,price_comparison,1_day,81.42,0
Q0000671,2026-08-16,CUST-006154,direct_web,1_week,19.08,1
Q0000672,2026-08-16,CUST-002411,price_comparison,1_month,64.33,1
Q0000673,2026-08-16,CUST-001877,partner_referral,1_month,135.09,0
Q0000674,2026-08-16,CUST-004773,app,1_month,49.63,1
Q0000675,2026-08-16,CUST-002274,partner_referral,3_month,42.06,0
Q0000676,2026-08-16,CUST-006681,partner_referral,1_month,46.57,0
Q0000677,2026-08-16,CUST-005535,partner_referral,1_month,95.11,0
Q0000678,2026-08-16,CUST-008400,app,1_week,54.76,0
Q0000679,2026-08-16,CUST-000530,partner_referral,1_month,42.61,0
Q0000680,2026-08-16,CUST-007373,partner_referral,3_month,125.55,0
Q0000681,2026-08-16,CUST-001836,direct_web,1_week,126.41,1
Q0000682,2026-08-16,CUST-000017,partner_referral,1_week,67.91,0
Q0000683,2026-08-16,CUST-002503,price_comparison,1_week,84.65,0
Q0000684,2026-08-16,CUST-002191,app,1_month,136.43,0
Q0000685,2026-08-16,CUST-002051,price_comparison,1_month,22.77,0
Q0000686,2026-08-16,CUST-005487,direct_web,3_month,25.08,0
Q0000687,2026-08-16,CUST-002224,partner_referral,1_month,77.44,0
Q0000688,2026-08-16,CUST-001034,partner_referral,1_month,116.13,0
Q0000689,2026-08-16,CUST-008198,direct_web,3_month,126.08,0
Q0000690,2026-08-17,CUST-008803,app,1_week,33.86,0
Q0000691,2026-08-17,CUST-002696,price_comparison,1_month,59.23,0
Q0000692,2026-08-17,CUST-004854,partner_referral,1_week,74.16,0
Q0000693,2026-08-17,CUST-000271,direct_web,1_day,65.4,1
Q0000694,2026-08-17,CUST-007259,app,3_month,46.68,0
Q0000695,2026-08-17,CUST-002177,partner_referral,1_month,123.48,0
Q0000696,2026-08-17,CUST-000805,direct_web,1_month,142.4,0
Q0000697,2026-08-17,CUST-005007,app,3_month,21.08,0
Q0000698,2026-08-17,CUST-007868,price_comparison,1_day,133.31,0
Q0000699,2026-08-17,CUST-003850,direct_web,1_month,82.02,0
Q0000700,2026-08-17,CUST-008833,direct_web,1_day,96.22,0
Q0000701,2026-08-17,CUST-006471,partner_referral,1_month,37.43,0
Q0000702,2026-08-17,CUST-008745,price_comparison,1_day,93.25,0
Q0000703,2026-08-17,CUST-000744,app,1_week,56.52,0
Q0000704,2026-08-17,CUST-004910,partner_referral,3_month,131.27,0
Q0000705,2026-08-17,CUST-003202,direct_web,1_day,127.02,0
Q0000706,2026-08-17,CUST-004956,app,1_month,31.34,1
Q0000707,2026-08-17,CUST-007981,app,1_month,35.95,0
Q0000708,2026-08-17,CUST-006927,partner_referral,3_month,71.19,0
Q0000709,2026-08-17,CUST-005685,price_comparison,3_month,86.96,0
Q0000710,2026-08-17,CUST-003091,price_comparison,3_month,124.26,1
Q0000711,2026-08-17,CUST-004409,app,1_week,25.88,0
Q0000712,2026-08-17,CUST-005618,partner_referral,1_day,51.3,1
Q0000713,2026-08-17,CUST-005486,app,1_day,141.43,0
Q0000714,2026-08-17,CUST-006320,price_comparison,1_month,106.02,1
Q0000715,2026-08-17,CUST-001191,app,1_month,130.72,0
Q0000716,2026-08-17,CUST-007737,direct_web,1_day,108.18,0
Q0000717,2026-08-17,CUST-005774,app,3_month,16.03,0
Q0000718,2026-08-17,CUST-005233,price_comparison,1_day,130.14,1
Q0000719,2026-08-17,CUST-003579,partner_referral,3_month,84.54,0
Q0000720,2026-08-17,CUST-001822,direct_web,1_month,115.83,0
Q0000721,2026-08-17,CUST-005980,price_comparison,1_month,124.95,1
Q0000722,2026-08-17,CUST-001556,partner_referral,1_month,108.57,0
Q0000723,2026-08-17,CUST-005575,direct_web,1_month,64.1,0
Q0000724,2026-08-17,CUST-007915,partner_referral,1_week,15.11,0
Q0000725,2026-08-17,CUST-007847,price_comparison,3_month,57.53,0
Q0000726,2026-08-17,CUST-006004,price_comparison,1_week,76.23,0
Q0000727,2026-08-17,CUST-003886,price_comparison,3_month,59.65,0
Q0000728,2026-08-17,CUST-008668,price_comparison,3_month,47.41,0
Q0000729,2026-08-17,CUST-003705,direct_web,3_month,67.97,0
Q0000730,2026-08-17,CUST-001839,partner_referral,3_month,66.09,0
Q0000731,2026-08-18,CUST-007638,partner_referral,3_month,96.7,1
Q0000732,2026-08-18,CUST-005951,partner_referral,3_month,81.16,0
Q0000733,2026-08-18,CUST-005722,price_comparison,1_week,24.33,0
Q0000734,2026-08-18,CUST-006866,app,1_month,61.13,1
Q0000735,2026-08-18,CUST-002126,partner_referral,1_day,51.4,1
Q0000736,2026-08-18,CUST-003562,direct_web,1_month,70.2,0
Q0000737,2026-08-18,CUST-000101,app,1_day,104.88,0
Q0000738,2026-08-18,CUST-008586,partner_referral,3_month,133.35,0
Q0000739,2026-08-18,CUST-006691,direct_web,3_month,39.93,0
Q0000740,2026-08-18,CUST-005666,app,1_month,100.26,0
Q0000741,2026-08-18,CUST-000073,partner_referral,1_week,58.82,0
Q0000742,2026-08-18,CUST-007966,direct_web,3_month,133.41,1
Q0000743,2026-08-18,CUST-000655,direct_web,1_day,50.37,1
Q0000744,2026-08-18,CUST-001688,price_comparison,1_month,58.47,0
Q0000745,2026-08-18,CUST-000058,direct_web,1_day,136.57,0
Q0000746,2026-08-18,CUST-005308,partner_referral,3_month,134.97,1
Q0000747,2026-08-18,CUST-002823,price_comparison,1_week,20.53,0
Q0000748,2026-08-18,CUST-006055,price_comparison,1_month,66.96,0
Q0000749,2026-08-18,CUST-004623,app,1_month,75.66,1
Q0000750,2026-08-18,CUST-003283,direct_web,1_month,69.62,0
Q0000751,2026-08-18,CUST-000429,price_comparison,1_day,132.93,0
Q0000752,2026-08-18,CUST-008916,price_comparison,3_month,114.11,1
Q0000753,2026-08-18,CUST-003088,app,1_month,108.01,0
Q0000754,2026-08-18,CUST-003235,app,3_month,136.01,0
Q0000755,2026-08-18,CUST-004860,direct_web,3_month,127.83,0
Q0000756,2026-08-18,CUST-007818,app,3_month,56.23,1
Q0000757,2026-08-18,CUST-006257,app,3_month,110.62,0
Q0000758,2026-08-18,CUST-008834,direct_web,1_month,64.98,1
Q0000759,2026-08-18,CUST-000835,price_comparison,1_month,143.41,0
Q0000760,2026-08-18,CUST-002566,partner_referral,1_week,113.67,0
Q0000761,2026-08-18,CUST-003731,partner_referral,1_month,42.06,1
Q0000762,2026-08-18,CUST-007197,app,1_day,27.31,0
Q0000763,2026-08-18,CUST-003159,direct_web,3_month,36.39,0
Q0000764,2026-08-18,CUST-007609,app,1_week,126.42,1
Q0000765,2026-08-18,CUST-002027,direct_web,3_month,20.95,0
Q0000766,2026-08-18,CUST-008431,price_comparison,1_month,104.92,0
Q0000767,2026-08-18,CUST-006850,partner_referral,3_month,103.14,0
Q0000768,2026-08-18,CUST-000101,app,1_day,106.15,0
Q0000769,2026-08-18,CUST-001411,price_comparison,1_week,71.06,0
Q0000770,2026-08-18,CUST-004434,app,1_month,117.43,0
Q0000771,2026-08-18,CUST-003830,direct_web,1_day,90.68,0
Q0000772,2026-08-18,CUST-005104,app,1_day,47.72,0
Q0000773,2026-08-18,CUST-008405,price_comparison,3_month,76.64,1
Q0000774,2026-08-18,CUST-006990,app,1_month,47.2,0
Q0000775,2026-08-18,CUST-002509,app,1_month,106.49,1
Q0000776,2026-08-18,CUST-006165,app,1_day,83.23,1
Q0000777,2026-08-18,CUST-006835,partner_referral,1_month,52.5,0
Q0000778,2026-08-18,CUST-004299,app,1_day,86.94,0
Q0000779,2026-08-18,CUST-005201,direct_web,1_month,60.65,0
Q0000780,2026-08-19,CUST-008531,direct_web,1_week,105.49,0
Q0000781,2026-08-19,CUST-008202,app,1_month,132.64,0
Q0000782,2026-08-19,CUST-005001,partner_referral,3_month,143.08,0
Q0000783,2026-08-19,CUST-004396,partner_referral,1_month,54.89,1
Q0000784,2026-08-19,CUST-006913,direct_web,1_week,34.98,0
Q0000785,2026-08-19,CUST-007379,price_comparison,1_week,67.14,0
Q0000786,2026-08-19,CUST-005304,partner_referral,3_month,19.26,0
Q0000787,2026-08-19,CUST-002525,direct_web,1_week,56.64,1
Q0000788,2026-08-19,CUST-006738,price_comparison,1_month,106.54,0
Q0000789,2026-08-19,CUST-003139,app,1_day,37.56,1
Q0000790,2026-08-19,CUST-000932,price_comparison,1_month,137.33,0
Q0000791,2026-08-19,CUST-004746,price_comparison,1_week,140.63,1
Q0000792,2026-08-19,CUST-007523,partner_referral,1_week,22.85,1
Q0000793,2026-08-19,CUST-004303,direct_web,1_day,14.21,1
Q0000794,2026-08-19,CUST-002932,direct_web,1_month,95.63,1
Q0000795,2026-08-19,CUST-007105,direct_web,1_month,129.99,0
Q0000796,2026-08-19,CUST-005151,price_comparison,1_month,46.43,0
Q0000797,2026-08-19,CUST-004565,partner_referral,1_day,84.91,0
Q0000798,2026-08-19,CUST-002445,partner_referral,1_day,75.77,1
Q0000799,2026-08-19,CUST-005810,price_comparison,1_month,91.81,0
Q0000800,2026-08-19,CUST-005807,partner_referral,1_week,76.81,0
Q0000801,2026-08-19,CUST-000548,app,1_day,72.03,0
Q0000802,2026-08-19,CUST-006986,direct_web,1_week,67.27,0
Q0000803,2026-08-19,CUST-008429,app,1_month,99.82,1
